AGI AI238 AGI250GIMAI238,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:510 МБ/сЧитання:530 МБ/с",679 до 869 грн.
Corsair MP600 PRO XT CSSD-F8000GBMP600PXT,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:5700 МБ/с, IOPS 1100 тисЧитання:7000 МБ/с, IOPS 870 тис",53 629 грн.
Silicon Power A55 M.2 SP256GBSS3A55M28,Ємність:512 ГБNAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с,2 692 грн.
Silicon Power P34A60 M.2 SP256GBP34A60M28,"Ємність:2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1600 МБ/сЧитання:2200 МБ/с",5 009 грн.
A-Data Legend 970 SLEG-970-1000GCI,Ємність:1000 ГБNAND:3D NANDЗапис:500 МБ/сЧитання:550 МБ/с,Not took
GTL Aides GTLAIDES512GB,"Ємність:240 ГБФормат:2.5""NAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с",966 грн.
WD WDS100T3XHC WDS100T3XHC,Not taked,4 294 грн.
Addlink S70 AD256GBS70M2P,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1200 МБ/с, IOPS 250 тисЧитання:2000 МБ/с, IOPS 220 тис",1 055 до 1 157 грн.
Product Name,Description of the product,Price range of the product
Intel 670p Series SSDPEKNU010TZX1,"Ємність:15360 ГБФормат:2.5""NAND:3D QLC NANDЗапис:1600 МБ/с, IOPS 11 тисЧитання:3200 МБ/с, IOPS 580 тис",Not took
Gigabyte SSD 2 GP-GSTFS31960GNTD-V,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3200 МБ/с, IOPS 400 тисЧитання:3400 МБ/с, IOPS 490 тис",6 916 грн.
Patriot Memory Viper VPR400 VPR400-512GM28H,"Ємність:128 ГБФормат:2.5""NAND:3D TLC NANDЗапис:480 МБ/с, IOPS 50 тисЧитання:550 МБ/с, IOPS 40 тис",2 659 грн.
Silicon Power XD80 SP001TBP34XD8005,"Ємність:2000 ГБФормат:2.5""NAND:3D TLC NANDЗапис:530 МБ/сЧитання:560 МБ/с",5 881 грн.
Team Group T-Force Cardea ZERO Z440 TM8FP7001T0C311,"Ємність:250 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:560 МБ/с, IOPS 90 тис",2 850 грн.
Gigabyte AORUS RGB M.2 AORUS RGB M.2,"Ємність:480 ГБФормат:2.5""NAND:3D TLC NANDЗапис:480 МБ/с, IOPS 70 тисЧитання:500 МБ/с, IOPS 75 тис",814 грн.
Samsung 970 PRO M.2 MZ-V7P1T0BW,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2300 МБ/с, IOPS 450 тисЧитання:3400 МБ/с, IOPS 370 тис",10 935 грн.
Apacer AS2280 M.2 AS2280 M.2,"Ємність:120 ГБФормат:2.5""NAND:TLCЗапис:385 МБ/сЧитання:495 МБ/с",891 грн.
Kingston SEDC600M/1920G SEDC600M/1920G,Not taked,6 438 грн.
WD Black SN750 SE NVMe SSD WDS500G1B0E,"Ємність:960 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1900 МБ/с, IOPS 380 тисЧитання:2400 МБ/с, IOPS 340 тис",2 677 до 2 792 грн.
WD Red SA500 M.2 WDS200T1R0B,"Ємність:1000 ГБФормат:2.5""NAND:3D TLC NANDЗапис:530 МБ/сЧитання:560 МБ/с",5 521 грн.
WD WDBAGF0010BBL-WESN WDBAGF0010BBL-WESN,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4100 - 5300 МБ/сЧитання:7000 МБ/с",3 341 до 5 985 грн.
KIOXIA Exceria Plus G2 LRD20Z002TG8,"Ємність:256 ГБФормат:M.2, 22x30, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 190 тисЧитання:2200 МБ/с, IOPS 330 тис",11 851 грн.
Solidigm P41 Plus SSDPFKNU020TZX1,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6500 МБ/сЧитання:7000 МБ/с",3 719 до 4 061 грн.
AGI AI238 AGI250GIMAI238,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:510 МБ/сЧитання:530 МБ/с",679 до 869 грн.
Corsair MP600 PRO XT CSSD-F8000GBMP600PXT,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:5700 МБ/с, IOPS 1100 тисЧитання:7000 МБ/с, IOPS 870 тис",53 629 грн.
Silicon Power A55 M.2 SP256GBSS3A55M28,Ємність:512 ГБNAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с,2 692 грн.
Silicon Power P34A60 M.2 SP256GBP34A60M28,"Ємність:2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1600 МБ/сЧитання:2200 МБ/с",5 009 грн.
A-Data Legend 970 SLEG-970-1000GCI,Ємність:1000 ГБNAND:3D NANDЗапис:500 МБ/сЧитання:550 МБ/с,Not took
GTL Aides GTLAIDES512GB,"Ємність:240 ГБФормат:2.5""NAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с",966 грн.
WD WDS100T3XHC WDS100T3XHC,Not taked,4 294 грн.
Addlink S70 AD256GBS70M2P,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1200 МБ/с, IOPS 250 тисЧитання:2000 МБ/с, IOPS 220 тис",1 055 до 1 157 грн.
Mushkin Tempest MKNSSDTS1TB-D8,"Ємність:256 ГБФормат:2.5""NAND:3D NANDЗапис:420 МБ/сЧитання:500 МБ/с",Not took
Product Name,Description of the product,Price range of the product
Intel 670p Series SSDPEKNU010TZX1,"Ємність:15360 ГБФормат:2.5""NAND:3D QLC NANDЗапис:1600 МБ/с, IOPS 11 тисЧитання:3200 МБ/с, IOPS 580 тис",Not took
Gigabyte SSD 2 GP-GSTFS31960GNTD-V,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3200 МБ/с, IOPS 400 тисЧитання:3400 МБ/с, IOPS 490 тис",6 916 грн.
Patriot Memory Viper VPR400 VPR400-512GM28H,"Ємність:128 ГБФормат:2.5""NAND:3D TLC NANDЗапис:480 МБ/с, IOPS 50 тисЧитання:550 МБ/с, IOPS 40 тис",2 659 грн.
Silicon Power XD80 SP001TBP34XD8005,"Ємність:2000 ГБФормат:2.5""NAND:3D TLC NANDЗапис:530 МБ/сЧитання:560 МБ/с",5 881 грн.
Team Group T-Force Cardea ZERO Z440 TM8FP7001T0C311,"Ємність:250 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:560 МБ/с, IOPS 90 тис",2 850 грн.
Gigabyte AORUS RGB M.2 AORUS RGB M.2,"Ємність:480 ГБФормат:2.5""NAND:3D TLC NANDЗапис:480 МБ/с, IOPS 70 тисЧитання:500 МБ/с, IOPS 75 тис",814 грн.
Samsung 970 PRO M.2 MZ-V7P1T0BW,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2300 МБ/с, IOPS 450 тисЧитання:3400 МБ/с, IOPS 370 тис",10 935 грн.
Apacer AS2280 M.2 AS2280 M.2,"Ємність:120 ГБФормат:2.5""NAND:TLCЗапис:385 МБ/сЧитання:495 МБ/с",891 грн.
Kingston SEDC600M/1920G SEDC600M/1920G,Not taked,6 438 грн.
WD Black SN750 SE NVMe SSD WDS500G1B0E,"Ємність:960 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1900 МБ/с, IOPS 380 тисЧитання:2400 МБ/с, IOPS 340 тис",2 677 до 2 792 грн.
WD Red SA500 M.2 WDS200T1R0B,"Ємність:1000 ГБФормат:2.5""NAND:3D TLC NANDЗапис:530 МБ/сЧитання:560 МБ/с",5 521 грн.
WD WDBAGF0010BBL-WESN WDBAGF0010BBL-WESN,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4100 - 5300 МБ/сЧитання:7000 МБ/с",3 341 до 5 985 грн.
KIOXIA Exceria Plus G2 LRD20Z002TG8,"Ємність:256 ГБФормат:M.2, 22x30, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 190 тисЧитання:2200 МБ/с, IOPS 330 тис",11 851 грн.
Solidigm P41 Plus SSDPFKNU020TZX1,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6500 МБ/сЧитання:7000 МБ/с",3 719 до 4 061 грн.
AGI AI238 AGI250GIMAI238,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:510 МБ/сЧитання:530 МБ/с",679 до 869 грн.
Corsair MP600 PRO XT CSSD-F8000GBMP600PXT,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:5700 МБ/с, IOPS 1100 тисЧитання:7000 МБ/с, IOPS 870 тис",53 629 грн.
Silicon Power A55 M.2 SP256GBSS3A55M28,Ємність:512 ГБNAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с,2 692 грн.
Silicon Power P34A60 M.2 SP256GBP34A60M28,"Ємність:2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1600 МБ/сЧитання:2200 МБ/с",5 009 грн.
A-Data Legend 970 SLEG-970-1000GCI,Ємність:1000 ГБNAND:3D NANDЗапис:500 МБ/сЧитання:550 МБ/с,Not took
GTL Aides GTLAIDES512GB,"Ємність:240 ГБФормат:2.5""NAND:3D TLC NANDЗапис:420 МБ/сЧитання:520 МБ/с",966 грн.
WD WDS100T3XHC WDS100T3XHC,Not taked,4 294 грн.
Addlink S70 AD256GBS70M2P,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1200 МБ/с, IOPS 250 тисЧитання:2000 МБ/с, IOPS 220 тис",1 055 до 1 157 грн.
Mushkin Tempest MKNSSDTS1TB-D8,"Ємність:256 ГБФормат:2.5""NAND:3D NANDЗапис:420 МБ/сЧитання:500 МБ/с",Not took
A-Data Ultimate SU635 Ultimate SU635,"Ємність:960 ГБФормат:2.5""NAND:3D QLC NANDЗапис:450 МБ/с, IOPS 65 тисЧитання:520 МБ/с, IOPS 40 тис",Not took
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Dahua C800A SSD-C800AS1000G,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1050 МБ/с, IOPS 190 тисЧитання:2000 МБ/с, IOPS 90 тис",Not took
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Dahua C800A SSD-C800AS1000G,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1050 МБ/с, IOPS 190 тисЧитання:2000 МБ/с, IOPS 90 тис",Not took
Team Group TM8FPL500G0C127 TM8FPL500G0C127,Not taked,Not took
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Dahua C800A SSD-C800AS1000G,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1050 МБ/с, IOPS 190 тисЧитання:2000 МБ/с, IOPS 90 тис",Not took
Team Group TM8FPL500G0C127 TM8FPL500G0C127,Not taked,Not took
Fujitsu S26361-F5787-L480 S26361-F5787-L480,"Ємність:480 / 960 ГБФормат:2.5""",12 348 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Dahua C800A SSD-C800AS1000G,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1050 МБ/с, IOPS 190 тисЧитання:2000 МБ/с, IOPS 90 тис",Not took
Team Group TM8FPL500G0C127 TM8FPL500G0C127,Not taked,Not took
Fujitsu S26361-F5787-L480 S26361-F5787-L480,"Ємність:480 / 960 ГБФормат:2.5""",12 348 грн.
Samsung PM1735 MZPLJ3T2HBJR,"Ємність:12800 ГБФормат:2.5""NAND:3D TLC NANDЗапис:3100 МБ/с, IOPS 110 тисЧитання:3500 МБ/с, IOPS 800 тис",198 399 грн.
Product Name,Description of the product,Price range of the product
PNY CS2130 M280CS2130-4TB-RB,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4300 МБ/сЧитання:5600 МБ/с",10 013 грн.
Silicon Power Ace A58 SP128GBSS3A58A25,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",1 847 грн.
Silicon Power Xpower XS70 SP02KGBP44XS7005,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D QLC NANDЗапис:3000 МБ/сЧитання:3400 МБ/с",9 364 грн.
Seagate IronWolf 125 ZA1000NM1A002,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 700 тисЧитання:5000 МБ/с, IOPS 760 тис",9 483 грн.
Gigabyte AORUS RAID SSD AORUS RAID SSD,"Ємність:512 ГБФормат:2.5""NAND:3D TLC NANDЗапис:550 МБ/с, IOPS 89 тисЧитання:530 МБ/с, IOPS 97 тис",2 769 грн.
Micron 2400 M.2 2400 M.2,"Ємність:15360 ГБФормат:2.5""NAND:3D TLC NANDЗапис:5600 МБ/с, IOPS 250 тисЧитання:6800 МБ/с, IOPS 1000 тис",46 213 грн.
Corsair MP700 CSSD-F2000GBMP700R2,"Ємність:4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6800 МБ/сЧитання:7100 МБ/с",21 050 грн.
Dahua C800A SSD-C800AS1000G,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1050 МБ/с, IOPS 190 тисЧитання:2000 МБ/с, IOPS 90 тис",Not took
Team Group TM8FPL500G0C127 TM8FPL500G0C127,Not taked,Not took
Fujitsu S26361-F5787-L480 S26361-F5787-L480,"Ємність:480 / 960 ГБФормат:2.5""",12 348 грн.
Samsung PM1735 MZPLJ3T2HBJR,"Ємність:12800 ГБФормат:2.5""NAND:3D TLC NANDЗапис:3100 МБ/с, IOPS 110 тисЧитання:3500 МБ/с, IOPS 800 тис",198 399 грн.
Transcend MTE452T MTE452T,"Ємність:256 ГБФормат:M.2, 22x42, PCI-E 3.0 2xNAND:3D TLC NANDЗапис:1250 МБ/с, IOPS 250 тисЧитання:1700 МБ/с, IOPS 200 тис",Not took
Product Name,Description of the product,Price range of the product
